Aaien	Aaide	Geaaid
Spelevaren	Spelevaarde	Gespelevaard
Spellen	Spelde	Gespeld
Spenen	Speende	Gespeend
Sperren	Sperde	Gesperd
Speten	Speette	Gespeet
Spetten	Spette	Gespet
Spetteren	Spetterde	Gespetterd
Speuren	Speurde	Gespeurd
Spieken	Spiekte	Gespiekt
Spieren	Spierde	Gespierd
Spietsen	Spietste	Gespietst
Spijbelen	Spijbelde	Gespijbeld
Spijten	Speet	Gespeten
Spijzen	Spijsde	Gespijsd
Spikkelen	Spikkelde	Gespikkeld
Spillen	Spilde	Gespild
Spinnen	Spinde	Gespind
Spinnen	Spon	Gesponnen
Spinzen	Spinsde	Gespinsd
Spiralen	Spiraalde	Gespiraald
Spirantiseren	Spirantiseerde	Gespirantiseerd
Spitsen	Spitste	Gespitst
Splinteren	Splinterde	Gesplinterd
Splitten	Splitte	Gesplit
Spoeden	Spoedde	Gespoed
Spoken	Spookte	Gespookt
Spoliëren	Spolieerde	Gespolieerd
Sponsen	Sponste	Gesponst
Sponzen	Sponsde	Gesponsd
Sporen	Spoorde	Gespoord
Sporten	Sportte	Gesport
Spotlachen	Spotlachte	Gespotlacht
Spouwen	Spouwde	Gespouwen
Sprankelen	Sprankelde	Gesprankeld
Sprayen	Sprayde	Gesprayd
Sprengen	Sprengde	Gesprengd
Sprieten	Spriette	Gespriet
Sprietogen	Sprietoogde	Gesprietoogd
Spritsen	Spritste	Gespritst
Sprokkelen	Sprokkelde	Gesprokkeld
Spuiten	Spoot	Gespoten
Spurten	Spurtte	Gespurt
Squashen	Squashte	Gesquasht
Staartdelen	Staartdeelde	Gestaartdeeld
Stabiliseren	Stabiliseerde	Gestabiliseerd
Staffelen	Staffelde	Gestaffeld
Stagediven	Stagedivede	Gestagedived
Stagen	Staagde	Gestaagd
Stakelen	Stakelde	Gestakeld
Staken	Staakte	Gestaakt
Stalken	Stalkte	Gestalkt
Stallen	Stalde	Gestald
Stammen	Stamde	Gestamd
Standaardiseren	Standaardiseerde	Gestandaardiseerd
Stangen	Stangde	Gestangd
Stansen	Stanste	Gestanst
Staren	Staarde	Gestaard
Starogen	Staroogde	Gestaroogd
Statten	Statte	Gestat
Statussen	Statuste	Gestatust
Steendrukken	Steendrukte	Gesteendrukt
Steengrillen	Steengrilde	Gesteengrild
Steggelen	Steggelde	Gesteggeld
Steigeren	Steigerde	Gesteigerd
Stekken	Stekte	Gestekt
Stencilen	Stencilde	Gestencild
Stenen	Steende	Gesteend
Stenigen	Stenigde	Gestenigd
Stenograferen	Stenografeerde	Gestenografeerd
Stenotypen	Stenotypte	Gestenotypt
Steppen	Stepte	Gestept
Stereotyperen	Stereotypeerde	Gestereotypeerd
Steriliseren	Steriliseerde	Gesteriliseerd
Steuren	Steurde	Gesteurd
Stevenen	Stevende	Gestevend
Stiefelen	Stiefelde	Gestiefeld
Stiften	Stiftte	Gestift
Stigmatiseren	Stigmatiseerde	Gestigmatiseerd
Stijfselen	Stijfselde	Gestijfseld
Stikken	Stikte	Gestikt
Stinken	Stonk	Gestonken
Stipendiëren	Stipendieerde	Gestipendieerd
Stippelen	Stippelde	Gestippeld
Stippen	Stipte	Gestipt
Stockeren	Stockeerde	Gestockeerd
Stoefen	Stoefte	Gestoeft
Stoelen	Stoelde	Gestoeld
Stoepen	Stoepte	Gestoept
Stofhagelen	Stofhagelde	Gestofhageld
Stofregenen	Stofregende	Gestofregend
Stofzuigen	Stofzuigde	Gestofzuigd
Stofzuigeren	Stofzuigerde	Gestofzuigerd
Stokken	Stokte	Gestokt
Stolpen	Stolpte	Gestolpt
Stommelen	Stommelde	Gestommeld
Stompen	Stompte	Gestompt
Stormen	Stormde	Gestormd
Storneren	Storneerde	Gestorneerd
Stortregenen	Stortregende	Gestortregend
Straatracen	Straatracete	Gestraatracet
Stralen	Straalde	Gestraald
Strategoën	Strategode	Gestrategood
Streaken	Streakte	Gestreakt
Strengen	Strengde	Gestrengd
Strepen	Streepte	Gestreept
Stressen	Streste	Gestrest
Stresseren	Stresseerde	Gestresseerd
Stretchen	Stretchte	Gestretcht
Stribbelen	Stribbelde	Gestribbeld
Strippen	Stripte	Gestript
Stroken	Strookte	Gestrookt
Strompelen	Strompelde	Gestrompeld
Stroomlijnen	Stroomlijnde	Gestroomlijnd
Stroppen	Stropte	Gestropt
Strossen	Stroste	Gestrost
Strubbelen	Strubbelde	Gestrubbeld
Structureren	Structureerde	Gestructureerd
Struikelen	Struikelde	Gestruikeld
Struinen	Struinde	Gestruind
Stuffen	Stufte	Gestuft
Stuiken	Stuikte	Gestuikt
Stuiptrekken	Stuiptrekte	Gestuiptrekt
Stuken	Stuukte	Gestuukt
Stukeren	Stukeerde	Gestukeerd
Stulpen	Stulpte	Gestulpt
Stumperen	Stumperde	Gestumperd
Stuntelen	Stuntelde	Gestunteld
Stunten	Stuntte	Gestunt
Sublimeren	Sublimeerde	Gesublimeerd
Subordineren	Subordineerde	Gesubordineerd
Subsidiëren	Subsidieerde	Gesubsidieerd
Substantiveren	Substantiveerde	Gesubstantiveerd
Sudderen	Sudderde	Gesudderd
Suffen	Sufte	Gesuft
Suikeren	Suikerde	Gesuikerd
Suilen	Suilde	Gesuild
Suizebollen	Suizebolde	Gesuizebold
Sukkelen	Sukkelde	Gesukkeld
Sullen	Sulde	Gesuld
Superviseren	Superviseerde	Gesuperviseerd
Suppleren	Suppleerde	Gesuppleerd
Suppliëren	Supplieerde	Gesupplieerd
Supporteren	Supporterde	Gesupporterd
Supprimeren	Supprimeerde	Gesupprimeerd
Surinamiseren	Surinamiseerde	Gesurinamiseerd
Surplacen	Surplacete	Gesurplacet
Survivallen	Survivalde	Gesurvivald
Suspenderen	Suspendeerde	Gesuspendeerd
Sussen	Suste	Gesust
Switchen	Switchte	Geswitcht
Synchroniseren	Synchroniseerde	Gesynchroniseerd
Syncoperen	Syncopeerde	Gesyncopeerd
Syndiceren	Syndiceerde	Gesyndiceerd
Synthetiseren	Synthetiseerde	Gesynthetiseerd
Systematiseren	Systematiseerde	Gesystematiseerd
Tabellariseren	Tabellariseerde	Getabellariseerd
Tabernakelen	Tabernakelde	Getabernakeld
Tabuleren	Tabuleerde	Getabuleerd
Tafelen	Tafelde	Getafeld
Tafeltennissen	Tafeltenniste	Getafeltennist
Tai-chiën	Tai-chiede	Getai-chied
Tailleren	Tailleerde	Getailleerd
Takelen	Takelde	Getakeld
Taken	Taakte	Getaakt
Takken	Takte	Getakt
Talen	Taalde	Getaald
Taliën	Taliede	Getalied
Talmen	Talmde	Getalmd
Tamboeren	Tamboerde	Getamboerd
Tamboereren	Tamboereerde	Getamboereerd
Tampen	Tampte	Getampt
Tamponneren	Tamponneerde	Getamponneerd
Tanden	Tandde	Getand
Tandenknarsen	Tandenknarste	Getandenknarst
Tanken	Tankte	Getankt
Tantaliseren	Tantaliseerde	Getantaliseerd
Tapdansen	Tapdanste	Getapdanst
Tapen	Tapete	Getapet
Tappelen	Tappelde	Getappeld
Tariferen	Tarifeerde	Getarifeerd
Tarnen	Tarnde	Getarnd
Tarreren	Tarreerde	Getarreerd
Tassen	Taste	Getast
Tateren	Taterde	Getaterd
Tatoeëren	Tatoeëerde	Getatoeëerd
Taxiën	Taxiede	Getaxied
Tectyleren	Tectyleerde	Getectyleerd
Teemsen	Teemste	Geteemst
Teerlingen	Teerlingde	Geteerlingd
Telebankieren	Telebankierde	Getelebankierd
Telegraferen	Telegrafeerde	Getelegrafeerd
Telescoperen	Telescopeerde	Getelescopeerd
Telewerken	Telewerkte	Getelewerkt
Telexen	Telexte	Getelext
Temen	Teemde	Geteemd
Tempeesten	Tempeestte	Getempeest
Tempelen	Tempelde	Getempeld
Tempen	Tempte	Getempt
Temperaturen	Temperatuurde	Getemperatuurd
Temporiseren	Temporiseerde	Getemporiseerd
Tempteren	Tempteerde	Getempteerd
Tenderen	Tendeerde	Getendeerd
Tengelen	Tengelde	Getengeld
Tennissen	Tenniste	Getennist
Tentamineren	Tentamineerde	Getentamineerd
Tenteren	Tenteerde	Getenteerd
Teren	Teerde	Geteerd
Termineren	Termineerde	Getermineerd
Terrasseren	Terrasseerde	Geterrasseerd
Testeren	Testeerde	Getesteerd
Tetteren	Tetterde	Getetterd
Teugelen	Teugelde	Geteugeld
Teuten	Teutte	Geteut
Teuteren	Teuterde	Geteuterd
Tezen	Teesde	Geteesd
Thematiseren	Thematiseerde	Gethematiseerd
Theologiseren	Theologiseerde	Getheologiseerd
Theoretiseren	Theoretiseerde	Getheoretiseerd
Tichelen	Tichelde	Geticheld
Tierelieren	Tierelierde	Getierelierd
Tijgeren	Tijgerde	Getijgerd
Tikkelen	Tikkelde	Getikkeld
Tiktakken	Tiktakte	Getiktakt
Timen	Timede	Getimed
Tinkelen	Tinkelde	Getinkeld
Tinken	Tinkte	Getinkt
Tippen	Tipte	Getipt
Tirailleren	Tirailleerde	Getirailleerd
Tiranniseren	Tiranniseerde	Getiranniseerd
Tirasseren	Tirasseerde	Getirasseerd
Titelen	Titelde	Getiteld
Titreren	Titreerde	Getitreerd
Tituleren	Tituleerde	Getituleerd
Tiërceren	Tiërceerde	Getiërceerd
Tjangelen	Tjangelde	Getjangeld
Tjappen	Tjapte	Getjapt
Tjingelen	Tjingelde	Getjingeld
Tjirpen	Tjirpte	Getjirpt
Tjoempen	Tjoempte	Getjoempt
Tjoepen	Tjoepte	Getjoept
Tjokken	Tjokte	Getjokt
Toasten	Toastte	Getoast
Tobben	Tobde	Getobd
Tochten	Tochtte	Getocht
Toepen	Toepte	Getoept
Toeren	Toerde	Getoerd
Toernooien	Toernooide	Getoernooid
Toeteren	Toeterde	Getoeterd
Toiletteren	Toiletteerde	Getoiletteerd
Tokken	Tokte	Getokt
Tolken	Tolkte	Getolkt
Tollen	Tolde	Getold
Tomen	Toomde	Getoomd
Tongen	Tongde	Getongd
Tongzoenen	Tongzoende	Getongzoend
Tonnen	Tonde	Getond
Toonzetten	Toonzette	Getoonzet
Toosten	Toostte	Getoost
Toppen	Topte	Getopt
Torderen	Tordeerde	Getordeerd
Torenen	Torende	Getorend
Tormenteren	Tormenteerde	Getormenteerd
Tornooien	Tornooide	Getornooid
Torpederen	Torpedeerde	Getorpedeerd
Torsen	Torste	Getorst
Tortelen	Tortelde	Getorteld
Tossen	Toste	Getost
Totaliseren	Totaliseerde	Getotaliseerd
Touperen	Toupeerde	Getoupeerd
Touwen	Touwde	Getouwd
Traanogen	Traanoogde	Getraanoogd
Traceren	Traceerde	Getraceerd
Traineren	Traineerde	Getraineerd
Traliën	Traliede	Getralied
Trammen	Tramde	Getramd
Tranen	Traande	Getraand
Transcenderen	Transcendeerde	Getranscendeerd
Transcriberen	Transcribeerde	Getranscribeerd
Transfereren	Transfereerde	Getransfereerd
Transfigureren	Transfigureerde	Getransfigureerd
Transformeren	Transformeerde	Getransformeerd
Transigeren	Transigeerde	Getransigeerd
Transmuteren	Transmuteerde	Getransmuteerd
Transponeren	Transponeerde	Getransponeerd
Trassen	Traste	Getrast
Trasseren	Trasseerde	Getrasseerd
Traumatiseren	Traumatiseerde	Getraumatiseerd
Traven	Traafde	Getraafd
Traverseren	Traverseerde	Getraverseerd
Treilen	Treilde	Getreild
Treinen	Treinde	Getreind
Treinsurfen	Treinsurfte	Getreinsurft
Treiteren	Treiterde	Getreiterd
Trekkebekken	Trekkebekte	Getrekkebekt
Trekkebenen	Trekkebeende	Getrekkebeend
Tremmen	Tremde	Getremd
Tremuleren	Tremuleerde	Getremuleerd
Trenzen	Trensde	Getrensd
Trepaneren	Trepaneerde	Getrepaneerd
Treuren	Treurde	Getreurd
Treuzelen	Treuzelde	Getreuzeld
Trijsen	Trijste	Getrijst
Trijzelen	Trijzelde	Getrijzeld
Triktrakken	Triktrakte	Getriktrakt
Triomferen	Triomfeerde	Getriomfeerd
Tripleren	Tripleerde	Getripleerd
Tripliceren	Tripliceerde	Getripliceerd
Trippelen	Trippelde	Getrippeld
Trippen	Tripte	Getript
Triptrappen	Triptrapte	Getriptrapt
Trissen	Triste	Getrist
Tritsen	Tritste	Getritst
Trivialiseren	Trivialiseerde	Getrivialiseerd
Triëren	Trieerde	Getrieerd
Troebleren	Troebleerde	Getroebleerd
Troeven	Troefde	Getroefd
Troggelen	Troggelde	Getroggeld
Trommen	Tromde	Getromd
Trompen	Trompte	Getrompt
Trompetten	Trompette	Getrompet
Trompetteren	Trompetterde	Getrompetterd
Tronen	Troonde	Getroond
Trossen	Troste	Getrost
Trukeren	Trukeerde	Getrukeerd
Tsjilpen	Tsjilpte	Getsjilpt
Tuchtigen	Tuchtigde	Getuchtigd
Tuffen	Tufte	Getuft
Tuien	Tuide	Getuid
Tuieren	Tuierde	Getuierd
Tuimelen	Tuimelde	Getuimeld
Tuinen	Tuinde	Getuind
Tuinieren	Tuinierde	Getuinierd
Tuisen	Tuiste	Getuist
Tuitelen	Tuitelde	Getuiteld
Tukken	Tukte	Getukt
Tunnelen	Tunnelde	Getunneld
Turen	Tuurde	Getuurd
Turken	Turkte	Geturkt
Turnen	Turnde	Geturnd
Turven	Turfde	Geturfd
Tutten	Tutte	Getut
Tweernen	Tweernde	Getweernd
Twitteren	Twitterde	Getwitterd
Typecasten	Typecastte	Getypecast
Unificeren	Unificeerde	Geünificeerd
Uniformeren	Uniformeerde	Geüniformeerd
Uniëren	Unieerde	Geünieerd
Unzippen	Unzipte	Geünzipt
Upgraden	Upgradede	Geüpgraded
Uploaden	Uploadde	Geüpload
Urbaniseren	Urbaniseerde	Geürbaniseerd
Urmen	Urmde	Geürmd
Utiliseren	Utiliseerde	Geütiliseerd
Vaderen	Vaderde	Gevaderd
Vagebonderen	Vagebondeerde	Gevagebondeerd
Vagen	Vaagde	Gevaagd
Valideren	Valideerde	Gevalideerd
Valoriseren	Valoriseerde	Gevaloriseerd
Valuteren	Valuteerde	Gevaluteerd
Vaporiseren	Vaporiseerde	Gevaporiseerd
Variabiliseren	Variabiliseerde	Gevariabiliseerd
Vasten	Vastte	Gevast
Vaten	Vaatte	Gevaat
Vedelen	Vedelde	Gevedeld
Veesten	Veestte	Geveest
Veilen	Veilde	Geveild
Velouteren	Velouteerde	Gevelouteerd
Vendelen	Vendelde	Gevendeld
Veraangenamen	Veraangenaamde	Veraangenaamd
Verabsoluteren	Verabsoluteerde	Verabsoluteerd
Verachtelozen	Verachteloosde	Verachteloosd
Verachten	Verachtte	Veracht
Verachteren	Verachterde	Verachterd
Verachtvoudigen	Verachtvoudigde	Verachtvoudigd
Verademen	Verademde	Verademd
Veralgemeniseren	Veralgemeniseerde	Veralgemeniseerd
Veramerikaansen	Veramerikaanste	Veramerikaanst
Veramerikaniseren	Veramerikaniseerde	Veramerikaniseerd
Verankeren	Verankerde	Verankerd
Verarmen	Verarmde	Verarmd
Verbabbelen	Verbabbelde	Verbabbeld
Verbakken	Verbakte	Verbakken
Verbedden	Verbedde	Verbed
Verbeestelijken	Verbeestelijkte	Verbeestelijkt
Verbeesten	Verbeestte	Verbeest
Verbeiden	Verbeidde	Verbeid
Verbenen	Verbeende	Verbeend
Verbeulemansen	Verbeulemanste	Verbeulemanst
Verbeuzelen	Verbeuzelde	Verbeuzeld
Verbidden	Verbad	Verbeden
Verbieden	Verbood	Verboden
Verbijten	Verbeet	Verbeten
Verbijzonderen	Verbijzonderde	Verbijzonderd
Verbleken	Verbleekte	Verbleekt
Verblikken	Verblikte	Verblikt
Verbloeden	Verbloedde	Verbloed
Verblozen	Verbloosde	Verbloosd
Verbodemen	Verbodemde	Verbodemd
Verboemelen	Verboemelde	Verboemeld
Verboeren	Verboerde	Verboerd
Verboersen	Verboerste	Verboerst
Verboeten	Verboette	Verboet
Verbraken	Verbraakte	Verbraakt
Verbroddelen	Verbroddelde	Verbroddeld
Verbrodden	Verbrodde	Verbrod
Verbroederen	Verbroederde	Verbroederd
Verbroeien	Verbroeide	Verbroeid
Verbruien	Verbruide	Verbruid
Verburgerlijken	Verburgerlijkte	Verburgerlijkt
Verchromen	Verchroomde	Verchroomd
Vercijferen	Vercijferde	Vercijferd
Vercommercialiseren	Vercommercialiseerde	Vercommercialiseerd
Verdapperen	Verdapperde	Verdapperd
Verdeemoedigen	Verdeemoedigde	Verdeemoedigd
Verdenken	Verdacht	Verdacht
Verderven	Verdierf	Verdorven
Verdiepen	Verdiepte	Verdiept
Verdierlijken	Verdierlijkte	Verdierlijkt
Verdietsen	Verdietste	Verdietst
Verdijen	Verdijde	Verdijd
Verdisconteren	Verdisconteerde	Verdisconteerd
Verdobbelen	Verdobbelde	Verdobbeld
Verdoeken	Verdoekte	Verdoekt
Verdoemen	Verdoemde	Verdoemd
Verdoffen	Verdofte	Verdoft
Verdokteren	Verdokterde	Verdokterd
Verdommen	Verdomde	Verdomd
Verdonkeremanen	Verdonkeremaande	Verdonkeremaand
Verdonkeren	Verdonkerde	Verdonkerd
Verdopen	Verdoopte	Verdoopt
Verdriedubbelen	Verdriedubbelde	Verdriedubbeld
Verdrieten	Verdroot	Verdroten
Verdrievoudigen	Verdrievoudigde	Verdrievoudigd
Verdrogen	Verdroogde	Verdroogd
Verdromen	Verdroomde	Verdroomd
Verdubbelen	Verdubbelde	Verdubbeld
Verduffen	Verdufte	Verduft
Verduidelijken	Verduidelijkte	Verduidelijkt
Verduiken	Verdook	Verdoken
Verduisteren	Verduisterde	Verduisterd
Verduitsen	Verduitste	Verduitst
Verduizendvoudigen	Verduizendvoudigde	Verduizendvoudigd
Verdutten	Verdutte	Verdut
Verduurzamen	Verduurzaamde	Verduurzaamd
Verdwazen	Verdwaasde	Verdwaasd
Vereelten	Vereeltte	Vereelt
Vereenzamen	Vereenzaamde	Vereenzaamd
Vereeuwigen	Vereeuwigde	Vereeuwigd
Veren	Veerde	Geveerd
Verenen	Vereende	Vereend
Verengelsen	Verengelste	Verengelst
Verengen	Verengde	Verengd
Verenkelen	Verenkelde	Verenkeld
Vererven	Vererfde	Vererfd
Veresteren	Veresterde	Veresterd
Veretteren	Veretterde	Veretterd
Vereuropesen	Vereuropeeste	Vereuropeest
Verevenen	Verevende	Verevend
Verfommelen	Verfommelde	Verfommeld
Verfraaien	Verfraaide	Verfraaid
Verfransen	Verfranste	Verfranst
Verfrissen	Verfriste	Verfrist
Verfronselen	Verfronselde	Verfronseld
Verfuiven	Verfuifde	Verfuifd
Vergalopperen	Vergaloppeerde	Vergaloppeerd
Vergapen	Vergaapte	Vergaapt
Vergaren	Vergaarde	Vergaard
Vergarsten	Vergarstte	Vergarst
Vergassen	Vergaste	Vergast
Vergeestelijken	Vergeestelijkte	Vergeestelijkt
Vergelen	Vergeelde	Vergeeld
Vergenoegen	Vergenoegde	Vergenoegd
Vergewissen	Vergewiste	Vergewist
Vergezellen	Vergezelde	Vergezeld
Vergezelschappen	Vergezelschapte	Vergezelschapt
Vergisten	Vergistte	Vergist
Verglazen	Verglaasde	Verglaasd
Verglijden	Vergleed	Vergleden
Verglimmen	Verglom	Verglommen
Vergoddelijken	Vergoddelijkte	Vergoddelijkt
Vergoden	Vergoodde	Vergood
Vergoelijken	Vergoelijkte	Vergoelijkt
Vergokken	Vergokte	Vergokt
Vergooien	Vergooide	Vergooid
Vergrammen	Vergramde	Vergramd
Vergrauwen	Vergrauwde	Vergrauwd
Vergraven	Vergroef	Vergraven
Vergrendelen	Vergrendelde	Vergrendeld
Vergrijpen	Vergreep	Vergrepen
Vergrijzen	Vergrijsde	Vergrijsd
Vergroeien	Vergroeide	Vergroeid
Vergroven	Vergroofde	Vergroofd
Vergruizelen	Vergruizelde	Vergruizeld
Vergruizen	Vergruisde	Vergruisd
Verguizen	Verguisde	Verguisd
Vergulden	Verguldde	Verguld
Verhabbezakken	Verhabbezakte	Verhabbezakt
Verhagelen	Verhagelde	Verhageld
Verhakkelen	Verhakkelde	Verhakkeld
Verhakken	Verhakte	Verhakt
Verhakselen	Verhakselde	Verhakseld
Verhakstukken	Verhakstukte	Verhakstukt
Verhalvezolen	Verhalvezoolde	Verhalvezoold
Verhangen	Verhing	Verhangen
Verhanselen	Verhanselde	Verhanseld
Verhapstukken	Verhapstukte	Verhapstukt
Verharden	Verhardde	Verhard
Verharen	Verhaarde	Verhaard
Verheerlijken	Verheerlijkte	Verheerlijkt
Verheien	Verheide	Verheid
Verheimelijken	Verheimelijkte	Verheimelijkt
Verhevigen	Verhevigde	Verhevigd
Verhippen	Verhipte	Verhipt
Verhoefslagen	Verhoefslaagde	Verhoefslaagd
Verhoeren	Verhoerde	Verhoerd
Verhollandsen	Verhollandste	Verhollandst
Verhonderdvoudigen	Verhonderdvoudigde	Verhonderdvoudigd
Verhongeren	Verhongerde	Verhongerd
Verhoornen	Verhoornde	Verhoornd
Verhopen	Verhoopte	Verhoopt
Verhoren	Verhoorde	Verhoord
Verhouden	Verhield	Verhouden
Verhovaardigen	Verhovaardigde	Verhovaardigd
Verhuizen	Verhuisde	Verhuisd
Verhullen	Verhulde	Verhuld
Verhuren	Verhuurde	Verhuurd
Verhypothekeren	Verhypothekeerde	Verhypothekeerd
Verijdeltuiten	Verijdeltuitte	Verijdeltuit
Verijzen	Verijsde	Verijsd
Verindischen	Verindischte	Verindischt
Verinlandsen	Verinlandste	Verinlandst
Verinnerlijken	Verinnerlijkte	Verinnerlijkt
Verinnigen	Verinnigde	Verinnigd
Verinteresten	Verinterestte	Verinterest
Verintresten	Verintrestte	Verintrest
Verjeugdigen	Verjeugdigde	Verjeugdigd
Verjongen	Verjongde	Verjongd
Verkalken	Verkalkte	Verkalkt
Verkankeren	Verkankerde	Verkankerd
Verkappen	Verkapte	Verkapt
Verkassen	Verkaste	Verkast
Verkavelen	Verkavelde	Verkaveld
Verkazen	Verkaasde	Verkaasd
Verketteren	Verketterde	Verketterd
Verkeuren	Verkeurde	Verkeurd
Verkielen	Verkielde	Verkield
Verkijken	Verkeek	Verkeken
Verkillen	Verkilde	Verkild
Verkindsen	Verkindste	Verkindst
Verkladden	Verkladde	Verklad
Verklanken	Verklankte	Verklankt
Verklappen	Verklapte	Verklapt
Verkleinen	Verkleinde	Verkleind
Verkletsen	Verkletste	Verkletst
Verkleumen	Verkleumde	Verkleumd
Verklinken	Verklonk	Verklonken
Verkloeken	Verkloekte	Verkloekt
Verkloten	Verklootte	Verkloot
Verknallen	Verknalde	Verknald
Verknechten	Verknechtte	Verknecht
Verkneukelen	Verkneukelde	Verkneukeld
Verkneuteren	Verkneuterde	Verkneuterd
Verkniezen	Verkniesde	Verkniesd
Verknijpen	Verkneep	Verknepen
Verknippen	Verknipte	Verknipt
Verknollen	Verknolde	Verknold
Verknopen	Verknoopte	Verknoopt
Verknutselen	Verknutselde	Verknutseld
Verkoken	Verkookte	Verkookt
Verkokeren	Verkokerde	Verkokerd
Verkolen	Verkoolde	Verkoold
Verkommeren	Verkommerde	Verkommerd
Verkonden	Verkondde	Verkond
Verkondschappen	Verkondschapte	Verkondschapt
Verkonkelen	Verkonkelde	Verkonkeld
Verkoperen	Verkoperde	Verkoperd
Verkorrelen	Verkorrelde	Verkorreld
Verkorsten	Verkorstte	Verkorst
Verkrampen	Verkrampte	Verkrampt
Verkrappen	Verkrapte	Verkrapt
Verkreuken	Verkreukte	Verkreukt
Verkrimpen	Verkromp	Verkrompen
Verkrommen	Verkromde	Verkromd
Verkrotten	Verkrotte	Verkrot
Verkruien	Verkruide	Verkruid
Verkuilen	Verkuilde	Verkuild
Verkwanselen	Verkwanselde	Verkwanseld
Verkwijnen	Verkwijnde	Verkwijnd
Verkwikken	Verkwikte	Verkwikt
Verlangzamen	Verlangzaamde	Verlangzaamd
Verlanterfanten	Verlanterfantte	Verlanterfant
Verlappen	Verlapte	Verlapt
Verledigen	Verledigde	Verledigd
Verleien	Verleide	Verleid
Verlelijken	Verlelijkte	Verlelijkt
Verletten	Verlette	Verlet
Verleuteren	Verleuterde	Verleuterd
Verlezen	Verlas	Verlezen
Verliederlijken	Verliederlijkte	Verliederlijkt
Verlieven	Verliefde	Verliefd
Verliggen	Verlag	Verlegen
Verlijden	Verleed	Verleden
Verlijmen	Verlijmde	Verlijmd
Verlinken	Verlinkte	Verlinkt
Verlinksen	Verlinkste	Verlinkst
Verloden	Verloodde	Verlood
Verloederen	Verloederde	Verloederd
Verlonen	Verloonde	Verloond
Verloochenen	Verloochende	Verloochend
Verloten	Verlootte	Verloot
Verloven	Verloofde	Verloofd
Verluchtigen	Verluchtigde	Verluchtigd
Verluiden	Verluidde	Verluid
Verluieren	Verluierde	Verluierd
Verlullen	Verlulde	Verluld
Verlummelen	Verlummelde	Verlummeld
Verlustigen	Verlustigde	Verlustigd
Vermaagschappen	Vermaagschapte	Vermaagschapt
Vermaledijden	Vermaledijdde	Vermaledijd
Vermaledijen	Vermaledijde	Vermaledijd
Vermangelen	Vermangelde	Vermangeld
Vermannelijken	Vermannelijkte	Vermannelijkt
Vermannen	Vermande	Vermand
Vermarkten	Vermarktte	Vermarkt
Vermassacreren	Vermassacreerde	Vermassacreerd
Vermeesteren	Vermeesterde	Vermeesterd
Vermeien	Vermeide	Vermeid
Vermemelen	Vermemelde	Vermemeld
Vermenen	Vermeende	Vermeend
Vermenigvuldigen	Vermenigvuldigde	Vermenigvuldigd
Vermenselijken	Vermenselijkte	Vermenselijkt
Vermeten	Vermat	Vermeten
Vermiljoenen	Vermiljoende	Gevermiljoend
Vermissen	Vermiste	Vermist
Vermoeren	Vermoerde	Vermoerd
Vermoffelen	Vermoffelde	Vermoffeld
Vermoffen	Vermofte	Vermoft
Vermogen	Vermocht	Vermocht
Vermolmen	Vermolmde	Vermolmd
Vermooien	Vermooide	Vermooid
Vermuffen	Vermufte	Vermuft
Vermunten	Vermuntte	Vermunt
Vernaaien	Vernaaide	Vernaaid
Vernachelen	Vernachelde	Vernacheld
Vernachten	Vernachtte	Vernacht
Vernagelen	Vernagelde	Vernageld
Vernauwen	Vernauwde	Vernauwd
Vernederlandsen	Vernederlandste	Vernederlandst
Vernestelen	Vernestelde	Vernesteld
Verneuken	Verneukte	Verneukt
Verneurien	Verneuriede	Verneuried
Vernevelen	Vernevelde	Verneveld
Vernieuwerwetsen	Vernieuwerwetste	Vernieuwerwetst
Vernikkelen	Vernikkelde	Vernikkeld
Vernissen	Verniste	Gevernist
Vernoemen	Vernoemde	Vernoemd
Vernummeren	Vernummerde	Vernummerd
Veronaangenamen	Veronaangenaamde	Veronaangenaamd
Verontwaardigen	Verontwaardigde	Verontwaardigd
Veropenbaren	Veropenbaarde	Veropenbaard
Verordineren	Verordineerde	Verordineerd
Verordonneren	Verordonneerde	Verordonneerd
Verouwelijken	Verouwelijkte	Verouwelijkt
Veroveren	Veroverde	Veroverd
Verpachten	Verpachtte	Verpacht
Verpappen	Verpapte	Verpapt
Verpatsen	Verpatste	Verpatst
Verpauperen	Verpauperde	Verpauperd
Verpekelen	Verpekelde	Verpekeld
Verpersoonlijken	Verpersoonlijkte	Verpersoonlijkt
Verpieteren	Verpieterde	Verpieterd
Verpinken	Verpinkte	Verpinkt
Verpletten	Verplette	Verplet
Verplooien	Verplooide	Verplooid
Verpolitieken	Verpolitiekte	Verpolitiekt
Verpompen	Verpompte	Verpompt
Verpoppen	Verpopte	Verpopt
Verpotten	Verpotte	Verpot
Verpozen	Verpoosde	Verpoosd
Verpraten	Verpraatte	Verpraat
Verprotestantsen	Verprotestantste	Verprotestantst
Verrafelen	Verrafelde	Verrafeld
Verramsjen	Verramsjte	Verramsjt
Verrechtsen	Verrechtste	Verrechtst
Verrechtvaardigen	Verrechtvaardigde	Verrechtvaardigd
Verregenen	Verregende	Verregend
Verreiken	Verreikte	Verreikt
Verreizen	Verreisde	Verreisd
Verrekenen	Verrekende	Verrekend
Verrijden	Verreed	Verreden
Verrijken	Verrijkte	Verrijkt
Verrimpelen	Verrimpelde	Verrimpeld
